date,conversation_id,kor_sent,eng_sent,qna_id
20180907,1,취직을 축하해. 요즘 취직하기 어려운데.,Congratulations for getting a job. It's difficult to get a job these days.,
20180907,2,고마워. 내가 한턱낼게. 무슨 요일이 제일 한가해?,Thanks. I will give you a treat. What day is the least busy day?,
20180907,3,난 이번 주에는 아무 때나 괜찮아.,Any time this week is fine with me.,
20180907,4,그럼 이번 주 토요일 어때?,"Then, how about this Saturday?",
20180907,5,좋아. 그런데 언제부터 출근해?,"Good. Then, when do you start your work?",
20180907,6,이번 달에는 연수를 받고 다음 달 첫째 주 월요일부터 출근할 거야.,I get training this month. I will start my work on Monday of the first week of next month.,
20180908,1,우빈 씨가 승진한 거 알아요?,Did you know Mr. Woobin got promoted?,
20180908,2,"네, 저는 벌써 축하 메시지를 보냈어요.","Yes, I already sent him a congratulatory message.",
20180908,3,역시 능력이 있으면 빨리 승진하는 것 같아요.,"As expected, you get promoted quickly if you have capability.",
20180908,4,아무리 능력이 있어도 인간관계가 좋지 않으면 안 돼요.,"No matter how capable you are, it is absolutely necessary to have a good relationship with others.",
20180908,5,맞아요. 우빈 씨는 모든 사람들에게 참 잘하는 것 같아요.,"Yes, you're right. Mr. Woobin seems to be very nice to everyone.",
20180908,6,성격도 좋고요.,"He has a good personality, too.",
20180910,1,큰일 났어요.,Something wrong has happened.,
20180910,2,왜요? 무슨 일 있어요?,Why? What happened?,
20180910,3,구두를 짝짝이로 신고 왔어요.,I am wearing an odd pair of shoes.,
20180910,4,오늘 아침에 늦어서 그랬군요.,Maybe it was because you were late this morning.,
20180910,5,"네, 오늘 회의 때 앞에 나가서 발표를 해야 하는데 어떻게 하지요?",Yes. What should I do today as I have to make a presentation in front the audience at the meeting?,
20180910,6,다른 사람에게 구두를 빌려서 신는 게 좋겠어요.,You'd better borrow shoes from someone else.,
20180911,1,아까 제가 실수를 해서 죄송했어요.,I am sorry that I made a mistake earlier.,
20180911,2,"아, 문자 메시지를 잘못 보낸 거요?","Ah, you mean the wrong text message?",
20180911,3,"네, 제 친구한테 보내려고 했는데 우빈 씨한테 보냈어요.","Yes, I was planning to send it to my friend, but I sent it to you, Mr. Woobin.",
20180911,4,저도 그런 적이 많아요.,I have done such things a lot.,
20180911,5,요즘 제가 실수를 많이 하는 것 같아요.,"These days, I make a lot of mistakes.",
20180911,6,바쁘면 누구든지 그런 실수를 할 수 있어요. 신경 쓰지 마세요.,Anybody can make such mistake if you are busy. Don’t be bothered.,
20180912,1,늦어서 미안해. 오래 기다렸지?,Sorry I'm late. Have you waited long?,
20180912,2,무슨 일 있었어?,What happened?,
20180912,3,"응, 내가 버스를 잘못 타 가지고 다른 곳으로 갔어.","I took a wrong bus, so I went somewhere else. ",
20180912,4,어디로 갔는데?,Where did you go?,
20180912,5,시청까지 갔어.,I went to the city hall.,
20180912,6,그렇게 멀리 갔어? 고생했네.,Did you go that far? You must have had hard time.,
20180913,1,발표할 자료가 하나 없네. 집에서 안 가지고 온 것 같아.,One of the presentation materials is missing. It seems that I didn't bring it from home.,
20180913,2,잘 찾아 봐.,Look for it carefully.,
20180913,3,아무리 찾아도 없어. 그거 없으면 안 되는데.,I can't find it though I try hard. I can’t do without it.,
20180913,4,우리가 다른 것을 준비하는 동안 가지고 오면 될 것 같아.,You can bring it while we are preparing other things.,
20180913,5,그럼 지금 빨리 가지고 올게. 미안해.,"Then, I will go and bring it quickly now. Sorry.",
20180913,6,괜찮아. 시간 충분해.,It's OK. We have plenty of time.,
20180914,1,기분이 안 좋은 것 같아요. 무슨 일 있어요?,You look down. What happened?,
20180914,2,제가 잘못을 해서 요즘 여자 친구와 사이가 나빠졌어요.,"It was my fault, so I am not in a good relationship with my girlfriend these days.",
20180914,3,무슨 잘못을 했는데요?,What was your fault?,
20180914,4,며칠 전에 여자 친구 생일이었는데 제가 바빠서 선물 준비를 못 했어요.,"It was my girlfriend's birthday a few days ago, but I couldn't prepare any present for her because I was busy.",
20180914,5,지금이라도 선물하지 그래요?,Why don't you give her a present even now?,
20180914,6,생일이 지났는데 지금 선물을 줘도 괜찮을까요?,Would it be OK if I give her a present though her birthday is over.,
20180915,1,어제 집들이는 잘 했어?,Did you have a good housewarming party yesterday?,
20180915,2,"응, 그런데 내가 음식을 하나 잘못 만들었어.","Yes, but I made one dish wrong.",
20180915,3,뭘 잘못 만들었는데?,What did you make wrong?,
20180915,4,요리에 당근을 볶아 가지고 넣어야 하는데 그냥 넣었어.,"I should have stir-fried carrots for the dish, but I put them without stir-frying them.",
20180915,5,그러면 당근이 너무 딱딱하지 않아?,"Then, weren't the carrots too hard?",
20180915,6,"응, 그래서 손님들은 하나도 안 먹고 나 혼자 다 먹었어.","Yes, they were. So the guests didn't eat it at all and I ate it all alone.",
20180917,1,여보세요? 택배인데요. 지금 집에 안 계세요?,Hello? This is a courier service. Aren't you home now?,
20180917,2,"네, 지금 밖에 있는데요.","No, I am outside right now.",
20180917,3,그럼 문 앞에다가 두고 갈까요?,"Then, shall I leave the package in front of your door?",
20180917,4,"아니요, 기사님. 물건을 경비실에다가 맡겨 주세요.","No, Mr. Service Man. Please leave the package at the janitor's office.",
20180917,5,"네, 그럼 경비실에다가 맡기겠습니다.","Yes, I will leave it at the janitor's office then.",
20180917,6,고맙습니다. 이따가 찾아갈게요.,Thank you. I will pick it up later.,
20180918,1,고객센터입니다. 무엇을 도와드릴까요?,This is Customer Service Center. How may I help you?,
20180918,2,제가 티셔츠를 주문해서 배송을 받았는데요. 색상이 생각보다 어두워서요. 다른 색으로 바꿀 수 있을까요?,I ordered a t-shirt and I received the delivery. But the color looks darker than I expected. Can I exchange it for a different color?,
20180918,3,"네, 고객님. 주문하신 분의 성함과 연락처를 말씀해 주시겠습니까?","Yes, customer. Can you tell me the name and contact number of the person who ordered?",
20180918,4,"저는 김서연이고, 제 연락처는 014-3268-4791입니다.","I am Kim, Seoyon and my contact number is 014-3268-4791.",
20180918,5,"네, 주문 확인했습니다. 무슨 색으로 바꾸시겠어요?","Yes, I have checked your order. For what color do you want to exchange?",
20180918,6,초록색인데 하얀색으로 바꾸고 싶어요.,It's green and I like to exchange it for white.,
20180919,1,노트북 새로 샀어? 처음 보는 거 같은데.,Did you buy a new notebook computer? It seems that I see it for the first time.,
20180919,2,"응, 노트북이 오래돼서 새로 샀어.","Yes, I bought a new one because my previous notebook computer was too old.",
20180919,3,이거 TV 광고에서 봤어.,I saw it on a TV commercial.,
20180919,4,나도 광고를 보고 디자인이 마음에 들어서 이걸 사고 싶었어.,"I saw the commercial and I liked the design, so I wanted to buy this.",
20180919,5,신제품인데 비싸지 않아?,Isn't it expensive because it's a brand new product.,
20180919,6,네이버에서 최저가를 검색해서 샀어. 백화점에 비해서 인터넷 쇼핑몰이 값이 싸.,I bought it after searching the lowest price at Naver. The Internet shopping malls are cheaper compared to the department stores.,
20180920,1,왜 그래? 무슨 일 있어?,Why? What happened?,
20180920,2,인터넷으로 주문을 하려고 하는데 아이디랑 비밀번호가 기억이 안 나.,"I am trying to order something online, but I can't remember my ID and password.",
20180920,3,자주 쓰는 걸 입력해 봐.,Enter what you use frequently.,
20180920,4,해 봤는데 안 돼. 이 쇼핑몰 사이트에 몇 달 만에 들어가서 기억이 안 나.,"I tried, but it doesn’t work. It's been several months since I visited this shopping mall site last time, so I can't remember them.",
20180920,5,다른 사이트에서 사면 안 돼?,Can't you buy it from other websites?,
20180920,6,내가 사고 싶은 시계가 있는데 여기가 값이 제일 싸.,There is a watch that I like to buy and the price here is the cheapest.,
20180921,1,여보세요? 환불을 받고 싶어서 전화했는데요. 주문 번호는 1786321입니다.,Hello? I am calling to get a refund. The order number is 1786321.,
20180921,2,"네, 고객님. 확인됐습니다. 그런데 이것은 세일 상품이라서 환불이 안 됩니다.","Yes, customer. It's been confirmed. But this is an on-sale item, so you can’t get a refund.",
20180921,3,그런데 사이즈가 안 맞아서 입을 수 없는데요.,But I can't wear it because the size doesn't fit.,
20180921,4,죄송합니다. 그렇지만 사이트에서 이미 안내를 했습니다.,We are sorry. But we've already posted a notice on the website.,
20180921,5,그럼 교환은 돼요?,"Then, can I make an exchange?",
20180921,6,"네, 사이즈나 색상 교환은 가능합니다.","Yes, an exchange to a different size or color is possible.",
20180922,1,커피 한잔할래요?,Shall we have a cup of coffee?,
20180922,2,잠깐만요. 이것만 하고요. 지금 인터넷으로 장을 보고 있어요.,Wait a minute. Let me finish this. I am doing my grocery shopping online.,
20180922,3,직접 가서 물건을 보고 사는 게 낫지 않아요?,Isn't it better to go and buy things after you check them personally?,
20180922,4,저도 처음에는 그렇게 생각했는데 인터넷이 훨씬 편해요. 집까지 배달해 주니까 얼마나 편한지 몰라요.,"I thought so at first, but the Internet is much more convenient. How convenient it is as they deliver things to your home.",
20180922,5,저는 마트에 가서 시식도 하고 구경도 하는 게 재미있어요.,I think it's fun to taste foods and look around at the supermarket.,
20180922,6,그래도 편하니까 인터넷을 한번 이용해 보세요.,"Still it is convenient, so please use the Internet.",
20180924,1,이거 새로 산 코트예요?,Is this a new coat you have bought this time?,
20180924,2,"네, 어때요?","Yes, how is it?",
20180924,3,잘 어울려요. 그런데 소매가 좀 긴 것 같은데요.,It looks good on you. But the sleeves look a bit long.,
20180924,4,그렇지요? 수선을 맡겨야겠어요.,Are they so? I should have them repaired.,
20180924,5,구입한 매장에 맡기면 바로 수선을 해 줄 거예요.,"If you go to the shop where you bought it, they will fix them right away.",
20180924,6,이따가 퇴근하고 들러야겠어요.,I will stop by later after work.,
20180925,1,"네, 고객님. 무엇을 도와드릴까요?","Yes, customer. What can I help you?",
20180925,2,제 노트북 화면이 안 나와서요.,My notebook computer has a black screen. ,
20180925,3,제품 전원을 한번 껐다가 켜 보시겠어요?,Why don’t you turn off the power of the product and turn it on again?,
20180925,4,잠시만요. 아까는 안 됐는데 지금은 되네요.,Wait a minute. It didn't work a while ago but it is now working.,
20180925,5,다른 불편한 점은 없으십니까?,Is there anything else that is inconvenient?,
20180925,6,없어요. 또 문제가 생기면 전화할게요. 고맙습니다.,"No. If I have a problem again, I will call you. Thank you.",
20180926,1,핸드폰이 좀 이상해서 왔는데요.,I am here because my cellphone is a bit strange.,
20180926,2,어떤 문제가 있으십니까?,What problems do you have?,
20180926,3,소리가 잘 안 들리는 데다가 갑자기 전화가 끊어져요.,The sound is not heard very well and additionally the phone is suddenly cut off.,
20180926,4,언제부터 그랬습니까?,Since when has it been like that?,
20180926,5,한 일주일 전부터 그런 것 같아요.,It's been like that since about a week ago.,
20180926,6,제가 한번 보겠습니다. 혹시 핸드폰을 떨어뜨린 적이 있으세요?,"Let me look at it. By the way, have you dropped the cellphone?",
20180927,1,이 노트북을 오늘 고칠 수 있어요?,Can this notebook computer be fixed today?,
20180927,2,"고객님, 접수 시간이 늦어서 오늘 고칠 수 있을지 모르겠습니다. 제품 상태를 먼저 확인해야 합니다.",I don't know whether it can be fixed today because the reception time is late. I should check the status of the product first.,
20180927,3,오늘 밤에 꼭 노트북을 써야 하는데 방법이 없을까요?,I have to use the notebook computer today for sure. Is there any other way?,
20180927,4,간단한 고장이면 오늘 고칠 수 있을 거예요. 어떤 문제가 있습니까?,"If it is a simple failure, it can be fixed today. What is the problem?",
20180927,5,노트북을 쓰고 있는데 갑자기 노트북이 멈췄어요.,"I was using the notebook computer, but suddenly it stopped.",
20180927,6,우선 노트북을 보여 주시겠어요?,Why don't you first show me the notebook computer?,
20180928,1,"고객님, 확인해 보니까 간단한 고장이라서 오늘 수리가 가능할 것 같습니다.","Customer, I checked it and it is a simple failure, so it can be repaired today.",
20180928,2,그래요? 얼마나 걸릴까요?,Is it so? How long will it take?,
20180928,3,한 한 시간 정도 걸릴 것 같습니다.,It will take about an hour.,
20180928,4,그럼 잠깐 볼일 보고 와도 돼요?,"Then, can I attend to other things and come back later?",
20180928,5,"네, 수리가 끝나는 대로 연락드리겠습니다.","Yes, I will contact you as soon as the repair is done.",
20180928,6,고맙습니다. 그런데 수리비는 얼마나 들까요?,"Thank you. By the way, how much will it cost to repair?",
20180929,1,어떻게 오셨습니까?,What brings you here?,
20180929,2,주머니에서 핸드폰을 꺼내다가 떨어뜨려서 액정이 깨졌어요.,"I dropped my cellphone while I was taking it out from my pocket, so the LCD panel is broken.",
20180929,3,액정을 새로 갈아야겠네요.,You need to change it to a new LCD panel.,
20180929,4,수리비를 따로 내야 해요? 산 지 6개월밖에 안 됐는데요.,Do I have to pay the repair cost separately? It's been only six months since I bought it.,
20180929,5,"네, 이런 경우에는 수리비를 내셔야 합니다.","Yes, you have to pay the repair cost in this case.",
20180929,6,할 수 없네요. 새것으로 갈아 주세요.,It seems that I have no choice. Please change it to a new one.,
20181001,1,나 다음 주 월요일에 면접 봐.,I am having an interview next Monday.,
20181001,2,잘됐다. 지난번에 지원한 그 회사야?,That's good. Is it the company that you applied for last time?,
20181001,3,"응, 그런데 경쟁률이 높아서 걱정이야.","Yes, but I am worried because the competition rate is high.",
20181001,4,너는 외국어도 잘하고 컴퓨터도 잘하니까 너무 걱정하지 마.,"You are good at foreign languages and computer, so don't worry too much.",
20181001,5,면접에서 내가 잘 모르는 걸 질문하면 어떻게 하지?,What should I do if they ask me something that I do not know in the interview?,
20181001,6,어려운 질문이 나오면 잘 몰라도 알고 있는 척해. 자신감 있는 태도를 보여 줘.,"If a difficult question comes up, just pretend you know it even though you don’t know it very well. Show them a confident attitude.",
20181002,1,면접 시험 준비 잘하고 있어?,Are you preparing well for the interview?,
20181002,2,준비하고 있는데 어떤 질문이 나올지 모르겠어.,I am preparing but I don't know what kind of questions will come up.,
20181002,3,지원한 회사와 하는 일에 대해서 잘 알고 있는 게 중요해.,It is important to know the company you are applying for and the work you are going to do.,
20181002,4,취업 카페에 가서 자료를 한번 더 찾아봐야겠다.,I'd better look for some materials at online job communities.,
20181002,5,지원 동기도 어떻게 말할지 잘 생각해 봐.,Think about how you are going to present your motivation to apply for the job.,
20181002,6,고마워. 도움이 많이 됐어.,Thank you. It was quite helpful.,
20181003,1,데이트가 있는데 급하게 야근을 해야 하면 어떻게 하겠습니까?,What would you do if you have to work overtime when you have a date?,
20181003,2,그 일이 오늘까지 끝내야 하는 중요한 일이면 여자 친구에게 양해를 구하고 야근을 하겠습니다.,"If the work is so important that needs to be done today, I will ask for my girlfriend's understanding and work overtime.",
20181003,3,마지막으로 하고 싶은 말이 있습니까?,Are there any words you would like to say lastly?,
20181003,4,이 회사에서 일하게 되면 회사의 발전을 위해서 열심히 노력하겠습니다.,"If I can work at this company, I will work hard for the advancement of the company.",
20181003,5,수고하셨습니다. 면접 결과는 일주일 후에 인터넷에서 확인할 수 있습니다.,Good job. You can check the interview results online after one week.,
20181003,6,"네, 면접 기회를 주셔서 감사합니다.","Yes, thank you for giving me this opportunity to do the interview.",
20181004,1,이력서를 보니까 아르바이트를 많이 하셨네요. 이유가 있습니까?,I looked at your resume and I found out that you have done many part-time jobs. Is there any reason?,
20181004,2,다양한 경험을 쌓기 위해서 아르바이트를 여러 가지 했습니다.,I did various kinds of part-time jobs to accumulate diverse experiences.,
20181004,3,제일 힘든 아르바이트는 무엇이었습니까?,What was the most difficult part-time job?,
20181004,4,편의점 야간 근무 아르바이트가 제일 힘들었습니다.,A part-time job working at convenient stores late at night was the most difficult one.,
20181004,5,어떤 점이 힘들었습니까?,What was the difficult part?,
20181004,6,낮과 밤이 바뀌어서 힘들었습니다. 그래도 여러 사람들을 대할 수 있어서 좋은 경험이었습니다.,It was difficult because the day and night got switched. But it was a good experience because I could meet different people.,
20181005,1,이력서를 보니까 외국어를 많이 하시네요.,I looked at your resume and I found out that you can command many foreign languages.,
20181005,2,"네, 영어 외에 중국어와 일본어를 공부했습니다. 스페인어도 조금 배웠고요.","Yes, I studied Chinese and Japanese besides English. I also learned Spanish a little bit.",
20181005,3,특별한 이유가 있습니까?,Is there any special reason?,
20181005,4,외국어를 잘해야 경쟁력이 있을 것 같았습니다.,I thought a good command of foreign languages is required for improving my competitiveness.,
20181005,5,스페인어는 어느 정도 하십니까?,How is your command of Spanish?,
20181005,6,간단한 일상 대화는 가능합니다.,I can do simple daily conversations.,
20181006,1,영업팀에 지원하셨네요. 이런 일을 한 경험이 있습니까?,You have applied for a position at Sales Team. Do you have prior experience of doing this kind of work?,
20181006,2,같은 일을 한 경험은 없습니다만 비슷한 일을 한 적이 있습니다.,"I don’t have prior experience of doing the same work, but I have done similar works before.",
20181006,3,어떤 일이었습니까?,What kind of work was it?,
20181006,4,구두 매장에서 아르바이트를 했습니다.,I did a part-time job at a shoe store.,
20181006,5,우리 회사는 구두를 파는 회사가 아닌데요.,Our company is the kind that sells shoes.,
20181006,6,물건을 판매하면서 영업에 대해서 많이 배웠습니다.,I learned a lot about sales while I was selling stuffs.,
20181008,1,"저, 환전을 하려고 하는데요. 원을 달러로 바꿔 주세요.","Well, I would like to exchange money. Please change (Korean) won into (U.S.) dollars.",
20181008,2,얼마나 바꾸시겠습니까?,How much are you going to change?,
20181008,3,달러 바꿔 주세요. 환율이 어떻게 돼요?,"Please change it to 1,000 dollars. How is the exchange rate?",
20181008,4,지난주에 비해서 조금 떨어졌습니다.,It dropped a little bit compared to last week.,
20181008,5,그거 참 잘됐네요.,That's very good.,
20181008,6,잠시만 기다리세요. 해외여행을 가는 분들이 많아서 그런지 요즘 환전하는 분들이 많으세요.,Wait a minute. There are many people who exchange money these days maybe because many people go travelling abroad.,
20181009,1,"어서 오십시오. 고객님, 뭘 도와드릴까요?","Welcome. Customer, what can I help you?",
20181009,2,계좌를 하나 만들고 싶어요. 현금 카드도요.,I want to open an account. I also want a check card.,
20181009,3,저희 은행에 다른 계좌가 있으십니까?,Do you have another account at our bank?,
20181009,4,"아니요, 없어요. 계좌를 만들려면 뭐가 필요합니까?","No, I don't. What do I need to open an account?",
20181009,5,신분증만 주시면 됩니다.,Just give me your ID card.,
20181009,6,운전면허증도 되지요?,Is the driver's license OK?,
20181010,1,"저기요, 한국 역사에 대한 책은 어디에 있습니까?",Excuse me. Where are books on the Korean history?,
20181010,2,번부터 역사에 대한 책들이 있습니다.,There are books on history from 900.,
20181010,3,몇 층에 있어요?,Which floor are there?,
20181010,4,층으로 가세요. 저기 오른쪽에 있는 계단을 이용하시면 됩니다.,Go to the third floor. You can use the stairs over there on your right side.,
20181010,5,복사도 할 수 있어요?,Can I make copies?,
20181010,6,"네, 각 층마다 복사기가 있습니다.","Yes, there is a copier on each floor.",
20181011,1,이 책 대출이 가능합니까?,Is it possible to borrow this book?,
20181011,2,"네, 가능합니다. 대출을 하기 위해서는 먼저 회원 가입을 하셔야 합니다.","Yes, it is. You have to first register as a member to borrow books.",
20181011,3,그래요? 회원 가입을 어디에서 해요?,Really? Where can I register as a member?,
20181011,4,여기에서 하시면 됩니다.,You can do it here.,
20181011,5,며칠 동안 책을 빌릴 수 있어요?,For how many days can I borrow a book?,
20181011,6,대출 기간은 14일이고 한 번에 다섯 권까지 대출할 수 있습니다.,The borrowing period is for 14 days and you can borrow up to five books at a time.,
20181012,1,미국으로 소포를 보내려고 하는데요.,I am going to send a parcel to the United States.,
20181012,2,"이 저울에 상자를 올리세요. 160,000원입니다.","Place the box on this scale. It's 160,000 won.",
20181012,3,원요? 너무 비싼데요.,"160,000 won? It's too expensive.",
20181012,4,빨리 도착해야 하는 물건이 아니면 배편으로 보내세요. 한 달 정도 걸리지만 요금은 절반 정도입니다.,"If it's not something that needs to arrive quickly, send it on a ship. It will take a month but the charge is almost half.",
20181012,5,한 달이나 걸려요?,Does it take a month (that long)?,
20181012,6,"네, 배편으로 보내면 보통 한 달 정도 걸립니다.","Yes, it usually takes a month in average if you send things on a ship.",
20181013,1,이거 등기로 좀 보내 주세요. 내일 도착하나요?,Please send this as a registered mail. Will it arrive tomorrow?,
20181013,2,급한 우편이면 익일 특급으로 보내세요. 내일 도착합니다.,"If it's something urgent, send it as an overnight express. It will arrive tomorrow.",
20181013,3,그건 얼마나 더 비싼가요?,How much more expensive is that?,
20181013,4,원 정도 더 비쌉니다.,It's more expensive by about 500 won.,
20181013,5,그럼 그걸로 보내 주세요.,"Then, send it through that.",
20181013,6,여기에 보내시는 분 연락처도 적어 주세요.,Please write down the contact information of the sender here.,
20181015,1,여름 휴가 때 뭐 할 거야?,What are you going to do during the summer vacation?,
20181015,2,해외여행을 가고 싶은데 휴가가 짧아서 아직 결정을 못 했어.,"I want to go on an overseas trip, but I haven’t made a decision because the vacation is short.",
20181015,3,그럼 국내 여행이라도 가. 제주도는 어때? 기분 전환이 될 거야.,Then go on a domestic trip at least. How about Jeju Island? You will get refreshed.,
20181015,4,성수기라서 사람이 많지 않을까?,Won't there be a lot of people because it a peak season?,
20181015,5,사람들이 잘 모르는 곳도 많아.,There are many places that people don't know well.,
20181015,6,좋은 곳이 있으면 좀 알려 줄래? 친구하고 이야기해 봐야겠어.,Will you inform me if you know good places? I will talk with my friends.,
20181016,1,다음 주가 휴가지요? 무슨 계획이 있어요?,"Next week is the vacation, isn't it? Do you have any plans?",
20181016,2,"아니요, 아무 계획도 없어요.","No, I don’t have any plans.",
20181016,3,가까운 곳에라도 다녀오지 그래요?,Why don't you go somewhere close?,
20181016,4,이번에는 아무것도 안 하고 그냥 집에서 쉬고 싶어요.,I just want to take a rest at home this time without doing anything.,
20181016,5,야근도 많이 하고 스트레스도 많았으니까 쉬는 것도 필요해요.,You need to take a rest because you have worked overtime a lot and you have had a lot of stress.,
20181016,6,"네, 집에서 쉬는 것만큼 편한 것은 없지요.","Yes, nothing is more comfortable than to rest at home.",
20181017,1,"부장님, 휴가 잘 다녀오세요.","Boss, have a good holiday.",
20181017,2,휴가? 내 휴가는 다음 주인데.,A holiday? My holiday is next week.,
20181017,3,"어머, 저는 부장님이 내일 휴가 가시는 줄 알았어요.","Woops, I (mistakenly) thought you (General Manager) would leave for a holiday tomorrow.",
20181017,4,이번 주에 미국 본사에서 손님이 오셔서 휴가 날짜를 바꿨잖아.,I changed the dates for my holiday because we have a guest from the headquarter office in the U.S. this week.,
20181017,5,"아, 이제 생각났어요. 제가 요즘 자꾸 깜빡깜빡해요.","Ah, now I remember. I often forget things these days.",
20181017,6,"이 대리, 내가 빨리 휴가 가기를 바라는 거 아니야?","Mr. Lee (Assistant Manger), do you want me to leave for a holiday early?",
20181018,1,기말시험만 보면 드디어 이번 학기도 끝이다!,This semester finally ends after the final exam.,
20181018,2,방학 때 무슨 계획 있어?,Do you have any plans for the vacation?,
20181018,3,"응, 방학하자마자 회사에서 인턴을 할 거야.","Yes, I will work as an intern at a company as soon as the vacation starts.",
20181018,4,무슨 회사인데?,What kind of company is it?,
20181018,5,작은 광고 회사야. 경험을 쌓으면 좋을 것 같아서 지원했어.,It's a small advertising company. I applied because I thought it would be good to have some experience.,
20181018,6,나는 방학 때 아무 계획도 없는데. 난 뭐 하지?,I don’t have any plans for the vacation. What should I do?,
20181019,1,이번 방학에 계절 학기 수업 들어요?,Do you take seasonal classes during this vacation?,
20181019,2,고민 중이야. 너는?,I am thinking about it. What about you?,
20181019,3,저는 김 교수님 수업을 신청했어요. 같이 들을래요?,I have applied for Professor Kim's class. Shall we take the course together with me?,
20181019,4,그럴까? 나도 전공 수업을 하나 들을까 했어.,Shall we? I was planning to take a major-related course.,
20181019,5,그럼 지금 빨리 신청하세요. 김 교수님 수업은 인기가 많아서 빨리 마감될걸요.,"Then, apply for it now quickly. Professor Kim's class is so popular that it will be closed quickly.",
20181019,6,그래? 지금 당장 신청해야겠다.,Really? I should apply for it right now.,
20181020,1,나는 방학하면 아르바이트를 할 건데 너는 뭐 할 거야?,I am planning to do a part-time job during the vacation. What,
20181020,2,나는 아르바이트를 할지 봉사 활동을 할지 고민 중이야.,I haven't decided whether I do a part-time job or do some volunteering activities.,
20181020,3,봉사 활동? 무슨 봉사 활동을 하려고 해?,Volunteering activities? What kind of volunteer activities are you planning to do?,
20181020,4,우리 동아리에서 방학 때마다 집짓기 봉사를 해. 나도 이번에는 꼭 참여하고 싶어.,Our club volunteers for building houses every vacation. I want to participate this time for sure.,
20181020,5,그거 좋다. 의미도 있고 보람도 있을 것 같아.,That's really good. It will be both meaningful and fulfilling.,
20181020,6,그런데 돈도 필요해서 어떻게 해야 할지 모르겠어.,"But I also need money, so I don’t know what to do.",
20181022,1,머리를 어떻게 해 드릴까요?,How would you like to have your hair done?,
20181022,2,파마하고 염색도 하려고 해요. 저한테 어울리는 색 좀 추천해 주세요.,I want to get both perm and a dye. Please recommend me the color that matches me well.,
20181022,3,요즘은 밝은 색이 유행인데 이런 색은 어떠세요?,"Bright colors are in trend these days, so what about this color?",
20181022,4,이렇게 밝은 색이 저에게 어울릴까요?,Will such bright color match me well?,
20181022,5,그럼요. 그런데 파마와 염색을 동시에 하면 머리카락이 좀 상할지도 몰라요.,"Sure. But if you get a perm and a dye at the same time, your hair might be damaged a little bit.",
20181022,6,그럼 오늘은 염색만 할게요. 최대한 머리카락이 안 상하게 해 주세요.,"Then, I will get a dye for today. Please don’t damage my hair as much as possible.",
20181023,1,거울 보세요. 머리가 마음에 드세요?,Look in the mirror. Do you like your hair?,
20181023,2,"네, 마음에 들어요.","Yes, I like it.",
20181023,3,밝은 색이 아주 잘 어울리시네요. 훨씬 젊어 보여요.,Bight color matches you really well. You look much younger.,
20181023,4,"네, 이렇게 밝은 색은 처음 해 보는데 저한테 잘 어울리는 것 같네요.","Yes, this is my first time to try this bright color, and it seems it matches me well.",
20181023,5,두 달쯤 후에 뿌리 염색하러 또 오세요. 잘 해 드릴게요.,Come back again in about two months to dye the roots. I will give you a good service.,
20181023,6,"네, 다음에 또 올게요.","Yes, I will come again next time.",
20181024,1,구두 좀 닦아 주세요.,Please polish my shoes.,
20181024,2,그런데 먼저 오신 분들이 많아서 좀 오래 기다리셔야 합니다.,"But I have a lot of customers before you, so you might have to wait long.",
20181024,3,그럼 오늘 구두를 맡기고 내일 찾으러 올게요. 제가 오늘은 좀 바쁘거든요.,"Then, I will leave my shoes and come back tomorrow to pick them up. (You might not know) Because I am a little bit busy today.",
20181024,4,알겠습니다. 그런데 구두 굽이 많이 닳았네요. 굽도 갈아 드릴까요?,"Yes, I got it. But then, your heels are worn out. Do you want me to change the heels?",
20181024,5,"네, 그럼 굽도 갈아 주세요. 그런데 돈은 내일 드려도 돼요?","Yes, please change the heels, too. But can I pay tomorrow?",
20181024,6,"네, 내일 구두 찾을 때 내세요.","Yes, you can pay when you come to pick up your shoes tomorrow.",
20181025,1,어제 맡긴 구두 찾으러 왔는데요.,I am here to pick up my shoes that I left yesterday.,
20181025,2,여기 있습니다. 굽도 갈고 깨끗하게 닦았습니다.,Here they are. I changed the heels and polished the shoes,
20181025,3,정말 새것처럼 반짝거리네요. 감사합니다. 그런데 구둣방에서 가방도 고치나 봐요. 가방도 있네요.,"They shine as if they were new ones. Thank you. By the way, at your shoe repair shop, I guess you are fixing bags, too.",
20181025,4,"네, 가방과 우산도 고칩니다. 혹시 맡기실 것 있으세요?","Yes, I fix bags and umbrellas, too. By any chance, do you have anything to leave?",
20181025,5,"네, 집에 조금 찢어진 가방이 있는데 그런 것도 고칠 수 있나요?","Yes, I have a bag at home that is torn a little bit. Can you fix things like that?",
20181025,6,그럼요. 다음에 시간 나실 때 가져오세요.,Of course. Please bring it to me next time when you have time.,
20181026,1,와이셔츠 열 벌 세탁해 주세요.,Please wash ten dress shirts.,
20181026,2,"네, 또 맡기실 건 없으세요?","Yes, is there anything else you want to leave?",
20181026,3,혹시 여기에서 운동화도 세탁해 줘요?,"By any chance, do you wash sneakers here?",
20181026,4,그럼요. 운동화뿐만 아니라 이불과 커튼도 세탁해 드립니다. 이런 것들은 집에서 세탁하기 힘들잖아요.,Of course. We wash not only sneakers but also blankets and curtains. It surely is difficult to wash these things at home.,
